datetime	T	RH	WS	SOL	RAIN	PRESS
2018-09-05 04:00:00	14.000	83.700	0.600	0.000	0.000	1016.000
2018-09-05 04:15:00	13.930	83.800	0.760	0.000	0.000	1016.000
2018-09-05 04:30:00	13.840	84.700	1.010	0.000	0.000	1016.000
2018-09-05 04:45:00	13.710	84.700	1.143	0.000	0.000	1016.000
2018-09-05 05:00:00	13.640	85.100	1.180	0.000	0.000	1016.000
2018-09-05 05:15:00	13.560	86.000	0.870	0.000	0.000	1016.000
2018-09-05 05:30:00	13.480	86.500	0.900	0.000	0.000	1016.000
2018-09-05 05:45:00	13.290	87.700	0.870	0.000	0.000	1016.000
2018-09-05 06:00:00	13.130	88.200	0.800	0.000	0.000	1016.000
2018-09-05 06:15:00	13.060	88.600	0.920	0.000	0.000	1016.000
2018-09-05 06:30:00	13.050	89.000	1.108	0.000	0.000	1016.000
2018-09-05 06:45:00	12.970	89.600	0.950	0.010	0.000	1016.000
2018-09-05 07:00:00	12.790	90.300	0.910	0.010	0.000	1016.000
2018-09-05 07:15:00	12.610	90.500	0.750	0.020	0.000	1016.000
2018-09-05 07:30:00	12.620	90.400	0.830	0.030	0.000	1016.000
2018-09-05 07:45:00	12.780	89.800	0.650	0.050	0.000	1016.000
2018-09-05 08:00:00	13.240	88.000	0.640	0.070	0.000	1016.000
2018-09-05 08:15:00	13.530	86.200	0.840	0.090	0.000	1016.000
2018-09-05 08:30:00	13.600	86.100	1.199	0.100	0.000	1016.000
2018-09-05 08:45:00	13.760	85.000	1.152	0.110	0.000	1016.000
2018-09-05 09:00:00	14.050	83.000	0.890	0.130	0.000	1016.000
2018-09-05 09:15:00	14.310	82.700	1.107	0.150	0.000	1016.000
2018-09-05 09:30:00	14.530	81.400	1.513	0.160	0.000	1016.000
2018-09-05 09:45:00	14.540	79.780	1.510	0.150	0.000	1016.000
2018-09-05 10:00:00	14.790	78.480	1.213	0.160	0.000	1016.000
2018-09-05 10:15:00	15.050	76.600	1.051	0.160	0.000	1016.000
2018-09-05 10:30:00	15.000	76.830	1.326	0.170	0.000	1016.000
2018-09-05 10:45:00	15.130	75.380	1.250	0.170	0.000	1017.000
2018-09-05 11:00:00	15.380	72.410	1.184	0.180	0.000	1017.000
2018-09-05 11:15:00	15.730	72.720	1.020	0.180	0.000	1017.000
2018-09-05 11:30:00	15.820	63.130	1.486	0.200	0.000	1016.000
2018-09-05 11:45:00	16.300	61.010	1.259	0.240	0.000	1016.000
2018-09-05 12:00:00	16.520	60.990	1.037	0.240	0.000	1016.000
2018-09-05 12:15:00	16.900	59.150	1.239	0.270	0.000	1016.000
2018-09-05 12:30:00	17.010	55.050	1.509	0.280	0.000	1016.000
2018-09-05 12:45:00	17.260	55.270	1.229	0.280	0.000	1016.000
2018-09-05 13:00:00	17.270	56.230	1.232	0.260	0.000	1016.000
2018-09-05 13:15:00	17.420	54.510	1.112	0.280	0.000	1015.000
2018-09-05 13:30:00	17.700	55.300	1.402	0.310	0.000	1015.000
2018-09-05 13:45:00	17.650	56.480	1.378	0.310	0.000	1015.000
2018-09-05 14:00:00	18.240	56.010	1.118	0.310	0.000	1015.000
2018-09-05 14:15:00	18.200	54.500	1.329	0.310	0.000	1015.000
2018-09-05 14:30:00	18.210	53.630	1.474	0.260	0.000	1015.000
2018-09-05 14:45:00	18.400	53.710	1.000	0.240	0.000	1015.000
2018-09-05 15:00:00	18.610	51.990	1.163	0.300	0.000	1015.000
2018-09-05 15:15:00	18.900	54.100	1.021	0.270	0.000	1015.000
2018-09-05 15:30:00	18.930	53.690	1.053	0.230	0.000	1014.000
2018-09-05 15:45:00	18.900	53.800	1.081	0.220	0.000	1014.000
2018-09-05 16:00:00	18.720	55.690	1.046	0.230	0.000	1014.000
2018-09-05 16:15:00	19.350	50.470	1.222	0.410	0.000	1014.000
2018-09-05 16:30:00	19.180	53.350	1.062	0.190	0.000	1014.000
2018-09-05 16:45:00	19.030	52.570	1.442	0.250	0.000	1014.000
2018-09-05 17:00:00	19.170	52.900	1.254	0.240	0.000	1014.000
2018-09-05 17:15:00	18.710	56.870	1.244	0.130	0.000	1014.000
2018-09-05 17:30:00	18.520	56.740	1.058	0.100	0.000	1014.000
2018-09-05 17:45:00	18.280	56.110	1.210	0.090	0.000	1014.000
2018-09-05 18:00:00	18.250	56.610	0.930	0.080	0.000	1014.000
2018-09-05 18:15:00	18.270	56.450	0.810	0.090	0.000	1014.000
2018-09-05 18:30:00	17.970	57.370	0.660	0.050	0.000	1014.000
2018-09-05 18:45:00	17.700	57.590	0.620	0.040	0.000	1014.000
2018-09-05 19:00:00	17.480	68.760	1.012	0.040	0.000	1014.000
2018-09-05 19:15:00	17.070	72.410	1.039	0.020	0.000	1014.000
2018-09-05 19:30:00	16.590	74.190	0.910	0.010	0.000	1014.000
2018-09-05 19:45:00	16.260	77.090	0.870	0.010	0.000	1014.000
2018-09-05 20:00:00	15.860	78.790	0.580	0.000	0.000	1014.000
2018-09-05 20:15:00	15.450	80.200	0.310	0.000	0.000	1014.000
2018-09-05 20:30:00	15.490	80.200	0.440	0.000	0.000	1014.000
2018-09-05 20:45:00	15.490	80.400	0.300	0.000	0.000	1014.000
2018-09-05 21:00:00	15.160	82.100	0.330	0.000	0.000	1014.000
2018-09-05 21:15:00	14.570	84.800	0.200	0.000	0.000	1014.000
2018-09-05 21:30:00	14.390	85.100	0.310	0.000	0.000	1014.000
2018-09-05 21:45:00	14.500	85.100	0.610	0.000	0.000	1014.000
2018-09-05 22:00:00	14.690	76.350	0.680	0.000	0.000	1014.000
2018-09-05 22:15:00	14.910	67.880	1.390	0.000	0.000	1014.000
2018-09-05 22:30:00	14.560	67.800	1.358	0.000	0.000	1014.000
2018-09-05 22:45:00	14.460	67.180	1.362	0.000	0.000	1014.000
2018-09-05 23:00:00	14.250	68.860	1.280	0.000	0.000	1014.000
2018-09-05 23:15:00	13.670	70.780	0.970	0.000	0.000	1014.000
2018-09-05 23:30:00	13.160	72.510	0.850	0.000	0.000	1014.000
2018-09-05 23:45:00	12.830	73.200	1.017	0.000	0.000	1014.000
2018-09-06 00:00:00	12.490	74.590	0.940	0.000	0.000	1014.000
2018-09-06 00:15:00	12.190	75.860	1.038	0.000	0.000	1013.000
2018-09-06 00:30:00	11.840	77.160	0.920	0.000	0.000	1013.000
2018-09-06 00:45:00	11.630	77.430	0.930	0.000	0.000	1013.000
2018-09-06 01:00:00	11.580	78.050	0.950	0.000	0.000	1013.000
2018-09-06 01:15:00	11.470	78.480	0.930	0.000	0.000	1013.000
2018-09-06 01:30:00	11.330	79.630	0.800	0.000	0.000	1013.000
2018-09-06 01:45:00	11.100	80.800	0.830	0.000	0.000	1013.000
2018-09-06 02:00:00	11.120	80.800	0.890	0.000	0.000	1013.000
2018-09-06 02:15:00	11.000	82.300	0.840	0.000	0.000	1013.000
2018-09-06 02:30:00	10.980	82.300	0.930	0.000	0.000	1013.000
2018-09-06 02:45:00	10.910	83.200	0.860	0.000	0.000	1013.000
2018-09-06 03:00:00	10.770	84.600	0.640	0.000	0.000	1012.000
2018-09-06 03:15:00	10.350	87.200	0.370	0.000	0.000	1012.000
2018-09-06 03:30:00	10.270	87.100	0.570	0.000	0.000	1012.000
2018-09-06 03:45:00	10.250	87.600	0.580	0.000	0.000	1012.000
2018-09-06 04:00:00	10.220	87.700	0.570	0.000	0.000	1012.000
2018-09-06 04:15:00	10.140	87.300	0.520	0.000	0.000	1012.000
2018-09-06 04:30:00	10.400	85.800	0.840	0.000	0.000	1012.000
2018-09-06 04:45:00	10.710	85.500	0.960	0.000	0.000	1012.000
2018-09-06 05:00:00	10.530	86.300	0.630	0.000	0.000	1012.000
2018-09-06 05:15:00	10.250	87.700	0.300	0.000	0.000	1012.000
2018-09-06 05:30:00	9.670	89.700	0.180	0.000	0.000	1012.000
2018-09-06 05:45:00	9.310	90.500	0.270	0.000	0.000	1012.000
2018-09-06 06:00:00	9.780	89.500	0.410	0.000	0.000	1011.000
2018-09-06 06:15:00	9.250	91.600	0.250	0.000	0.000	1011.000
2018-09-06 06:30:00	9.020	91.900	0.300	0.000	0.000	1011.000
2018-09-06 06:45:00	8.820	92.300	0.330	0.010	0.000	1011.000
2018-09-06 07:00:00	8.730	93.500	0.210	0.030	0.000	1011.000
2018-09-06 07:15:00	9.270	92.600	0.210	0.060	0.000	1011.000
2018-09-06 07:30:00	10.620	88.000	0.350	0.030	0.000	1011.000
2018-09-06 07:45:00	11.150	81.200	0.610	0.030	0.000	1011.000
2018-09-06 08:00:00	12.220	76.650	0.980	0.030	0.000	1011.000
2018-09-06 08:15:00	12.790	74.070	1.081	0.030	0.000	1011.000
2018-09-06 08:30:00	13.310	72.760	1.005	0.040	0.000	1011.000
2018-09-06 08:45:00	13.690	70.860	0.870	0.040	0.000	1011.000
2018-09-06 09:00:00	14.220	72.080	0.740	0.060	0.000	1010.000
2018-09-06 09:15:00	15.400	73.720	1.056	0.350	0.000	1010.000
2018-09-06 09:30:00	15.560	71.070	1.845	0.320	0.000	1010.000
2018-09-06 09:45:00	15.140	73.810	1.738	0.210	0.000	1010.000
2018-09-06 10:00:00	15.380	74.760	1.376	0.210	0.000	1010.000
2018-09-06 10:15:00	15.350	76.300	1.746	0.190	0.000	1010.000
2018-09-06 10:30:00	15.290	74.550	2.002	0.220	0.000	1010.000
2018-09-06 10:45:00	15.540	73.380	1.804	0.270	0.000	1010.000
2018-09-06 11:00:00	15.510	75.080	1.902	0.180	0.000	1010.000
2018-09-06 11:15:00	15.520	74.230	1.412	0.190	0.000	1010.000
2018-09-06 11:30:00	16.010	71.310	1.215	0.240	0.000	1010.000
2018-09-06 11:45:00	16.220	71.210	1.321	0.230	0.000	1010.000
2018-09-06 12:00:00	16.470	70.060	1.405	0.230	0.000	1009.000
2018-09-06 12:15:00	16.640	70.500	1.270	0.230	0.000	1009.000
2018-09-06 12:30:00	16.590	72.010	1.337	0.190	0.000	1009.000
2018-09-06 12:45:00	16.850	71.020	0.720	0.210	0.000	1009.000
2018-09-06 13:00:00	16.940	70.890	1.202	0.230	0.000	1009.000
2018-09-06 13:15:00	16.940	68.840	1.054	0.200	0.000	1009.000
2018-09-06 13:30:00	16.850	72.230	0.940	0.150	0.000	1009.000
2018-09-06 13:45:00	16.360	82.300	0.930	0.130	0.200	1009.000
2018-09-06 14:00:00	15.740	85.200	0.740	0.100	0.200	1009.000
2018-09-06 14:15:00	15.180	87.200	0.700	0.080	0.200	1008.000
2018-09-06 14:30:00	14.880	88.500	0.830	0.110	0.200	1008.000
2018-09-06 14:45:00	14.910	88.600	0.910	0.140	0.200	1008.000
2018-09-06 15:00:00	15.190	88.700	0.860	0.220	0.200	1008.000
2018-09-06 15:15:00	15.280	88.300	1.146	0.130	0.000	1008.000
2018-09-06 15:30:00	14.620	93.100	1.674	0.040	0.000	1008.000
2018-09-06 15:45:00	13.990	95.600	1.948	0.030	0.400	1008.000
2018-09-06 16:00:00	13.610	96.100	2.052	0.050	2.000	1008.000
2018-09-06 16:15:00	13.660	96.400	1.812	0.080	0.800	1007.000
2018-09-06 16:30:00	13.270	94.800	2.549	0.060	0.400	1008.000
2018-09-06 16:45:00	13.040	94.700	2.024	0.130	0.400	1007.000
2018-09-06 17:00:00	13.270	92.300	1.923	0.200	0.000	1007.000
2018-09-06 17:15:00	13.740	90.800	1.354	0.250	0.200	1007.000
2018-09-06 17:30:00	13.950	91.700	1.391	0.140	0.000	1007.000
2018-09-06 17:45:00	14.110	87.500	1.711	0.130	0.000	1007.000
2018-09-06 18:00:00	14.200	84.800	1.876	0.120	0.000	1007.000
2018-09-06 18:15:00	13.630	86.500	1.551	0.060	0.000	1007.000
2018-09-06 18:30:00	13.380	85.400	1.473	0.070	0.000	1007.000
2018-09-06 18:45:00	13.420	84.000	1.543	0.060	0.000	1007.000
2018-09-06 19:00:00	13.380	85.400	1.432	0.060	0.000	1007.000
2018-09-06 19:15:00	12.760	88.100	1.186	0.020	0.000	1007.000
2018-09-06 19:30:00	12.440	88.200	1.218	0.010	0.000	1007.000
2018-09-06 19:45:00	12.110	88.700	0.910	0.010	0.000	1007.000
2018-09-06 20:00:00	11.480	91.900	0.600	0.000	0.000	1007.000
2018-09-06 20:15:00	11.520	83.700	1.652	0.000	0.000	1008.000
2018-09-06 20:30:00	11.520	83.900	1.390	0.000	0.000	1008.000
2018-09-06 20:45:00	11.120	83.100	1.253	0.000	0.000	1008.000
2018-09-06 21:00:00	10.880	82.700	1.365	0.000	0.000	1008.000
2018-09-06 21:15:00	10.860	81.500	1.583	0.000	0.000	1008.000
2018-09-06 21:30:00	10.800	80.700	1.517	0.000	0.000	1008.000
2018-09-06 21:45:00	10.640	82.500	1.345	0.000	0.000	1008.000
2018-09-06 22:00:00	10.450	82.900	1.308	0.000	0.000	1008.000
2018-09-06 22:15:00	10.340	83.000	1.288	0.000	0.000	1008.000
2018-09-06 22:30:00	10.210	83.800	1.256	0.000	0.000	1008.000
2018-09-06 22:45:00	10.070	85.300	1.148	0.000	0.000	1008.000
2018-09-06 23:00:00	9.880	85.900	1.210	0.000	0.000	1008.000
2018-09-06 23:15:00	9.750	87.800	1.237	0.000	0.000	1008.000
2018-09-06 23:30:00	9.470	88.000	0.990	0.000	0.000	1008.000
2018-09-06 23:45:00	9.580	87.700	1.248	0.000	0.000	1007.000
2018-09-07 00:00:00	9.560	88.200	1.182	0.000	0.000	1008.000
2018-09-07 00:15:00	9.600	87.600	1.240	0.000	0.000	1007.000
2018-09-07 00:30:00	9.670	87.300	1.269	0.000	0.000	1007.000
2018-09-07 00:45:00	9.580	88.100	1.420	0.000	0.000	1007.000
2018-09-07 01:00:00	9.620	87.500	1.760	0.000	0.000	1007.000
2018-09-07 01:15:00	9.510	88.500	1.741	0.000	0.000	1007.000
2018-09-07 01:30:00	9.310	88.400	1.826	0.000	0.000	1007.000
2018-09-07 01:45:00	9.180	89.200	1.777	0.000	0.000	1007.000
2018-09-07 02:00:00	9.080	89.200	1.744	0.000	0.000	1007.000
2018-09-07 02:15:00	9.110	88.500	1.927	0.000	0.000	1007.000
2018-09-07 02:30:00	9.110	88.600	1.978	0.000	0.000	1007.000
2018-09-07 02:45:00	9.130	88.600	1.972	0.000	0.000	1007.000
2018-09-07 03:00:00	9.100	88.700	1.855	0.000	0.000	1007.000
2018-09-07 03:15:00	9.010	89.700	2.015	0.000	0.000	1007.000
2018-09-07 03:30:00	8.930	89.000	1.889	0.000	0.000	1007.000
2018-09-07 03:45:00	8.960	89.100	1.687	0.000	0.000	1007.000
2018-09-07 04:00:00	8.730	89.900	1.552	0.000	0.000	1007.000
2018-09-07 04:15:00	8.590	91.100	1.701	0.000	0.000	1007.000
2018-09-07 04:30:00	8.490	91.400	1.739	0.000	0.000	1007.000
2018-09-07 04:45:00	8.570	91.300	1.819	0.000	0.000	1007.000
2018-09-07 05:00:00	8.660	90.700	1.676	0.000	0.000	1007.000
2018-09-07 05:15:00	8.860	90.500	1.742	0.000	0.000	1007.000
2018-09-07 05:30:00	8.850	90.900	1.755	0.000	0.000	1007.000
2018-09-07 05:45:00	8.800	90.500	1.835	0.000	0.000	1007.000
2018-09-07 06:00:00	8.790	90.400	1.917	0.000	0.000	1007.000
2018-09-07 06:15:00	8.890	90.300	1.916	0.000	0.000	1007.000
2018-09-07 06:30:00	8.870	90.500	2.038	0.000	0.000	1007.000
2018-09-07 06:45:00	8.860	89.700	2.340	0.010	0.000	1007.000
2018-09-07 07:00:00	8.940	89.100	2.209	0.020	0.000	1007.000
2018-09-07 07:15:00	9.190	87.500	2.097	0.040	0.000	1007.000
2018-09-07 07:30:00	9.490	87.300	2.122	0.030	0.000	1007.000
2018-09-07 07:45:00	9.760	86.200	2.154	0.040	0.000	1007.000
2018-09-07 08:00:00	10.060	84.800	2.133	0.060	0.000	1007.000
2018-09-07 08:15:00	10.600	84.300	2.061	0.080	0.000	1007.000
2018-09-07 08:30:00	10.530	84.600	2.260	0.080	0.000	1007.000
2018-09-07 08:45:00	10.470	83.000	2.246	0.040	0.000	1007.000
2018-09-07 09:00:00	11.180	80.700	2.554	0.120	0.000	1007.000
2018-09-07 09:15:00	11.140	80.100	2.360	0.120	0.000	1007.000
2018-09-07 09:30:00	11.840	77.130	1.674	0.340	0.000	1007.000
2018-09-07 09:45:00	12.430	76.100	1.700	0.370	0.000	1007.000
2018-09-07 10:00:00	12.780	74.210	2.368	0.380	0.000	1007.000
2018-09-07 10:15:00	13.020	74.650	2.327	0.290	0.000	1007.000
2018-09-07 10:30:00	13.500	76.090	2.008	0.400	0.000	1007.000
2018-09-07 10:45:00	13.640	72.350	2.401	0.220	0.000	1007.000
2018-09-07 11:00:00	13.680	71.520	2.559	0.300	0.000	1007.000
2018-09-07 11:15:00	14.320	70.230	2.079	0.290	0.000	1007.000
2018-09-07 11:30:00	14.170	68.680	2.821	0.440	0.000	1007.000
2018-09-07 11:45:00	14.960	66.790	2.691	0.570	0.000	1007.000
2018-09-07 12:00:00	15.830	60.730	2.269	0.690	0.000	1007.000
2018-09-07 12:15:00	15.540	64.110	2.704	0.300	0.000	1007.000
2018-09-07 12:30:00	15.890	58.720	2.416	0.640	0.000	1007.000
2018-09-07 12:45:00	15.450	58.020	3.755	0.440	0.000	1007.000
2018-09-07 13:00:00	16.120	59.020	3.091	0.500	0.000	1007.000
2018-09-07 13:15:00	15.140	59.900	3.013	0.190	0.000	1008.000
2018-09-07 13:30:00	15.630	57.340	3.199	0.470	0.000	1008.000
2018-09-07 13:45:00	15.810	57.760	2.946	0.440	0.000	1008.000
2018-09-07 14:00:00	15.830	60.140	3.243	0.300	0.000	1008.000
2018-09-07 14:15:00	15.190	60.850	3.430	0.190	0.000	1008.000
2018-09-07 14:30:00	15.610	58.300	2.485	0.380	0.000	1008.000
2018-09-07 14:45:00	16.140	59.420	2.624	0.410	0.000	1008.000
2018-09-07 15:00:00	16.500	58.110	2.384	0.520	0.000	1008.000
2018-09-07 15:15:00	16.290	59.590	3.134	0.430	0.000	1008.000
2018-09-07 15:30:00	16.410	57.090	2.603	0.410	0.000	1008.000
2018-09-07 15:45:00	17.240	57.820	2.193	0.460	0.000	1008.000
2018-09-07 16:00:00	17.030	57.180	2.717	0.480	0.000	1008.000
2018-09-07 16:15:00	16.870	55.960	2.515	0.360	0.000	1008.000
2018-09-07 16:30:00	16.460	56.080	2.430	0.210	0.000	1008.000
2018-09-07 16:45:00	16.320	55.630	2.497	0.220	0.000	1008.000
2018-09-07 17:00:00	16.270	53.280	2.647	0.210	0.000	1008.000
2018-09-07 17:15:00	15.950	56.040	2.718	0.120	0.000	1008.000
2018-09-07 17:30:00	15.770	56.580	2.274	0.090	0.000	1008.000
2018-09-07 17:45:00	15.430	56.780	2.112	0.070	0.000	1009.000
2018-09-07 18:00:00	15.590	55.930	2.341	0.130	0.000	1009.000
2018-09-07 18:15:00	15.680	57.850	2.165	0.110	0.000	1009.000
2018-09-07 18:30:00	15.090	61.770	1.597	0.040	0.000	1009.000
2018-09-07 18:45:00	14.500	64.070	1.393	0.020	0.000	1009.000
2018-09-07 19:00:00	14.120	67.400	0.980	0.010	0.000	1009.000
2018-09-07 19:15:00	13.980	67.980	1.038	0.010	0.000	1009.000
2018-09-07 19:30:00	13.800	67.370	1.192	0.010	0.000	1009.000
2018-09-07 19:45:00	13.540	69.040	1.128	0.000	0.000	1009.000
2018-09-07 20:00:00	13.300	70.030	1.242	0.000	0.000	1009.000
2018-09-07 20:15:00	13.170	70.010	1.318	0.000	0.000	1010.000
2018-09-07 20:30:00	13.160	70.080	1.380	0.000	0.000	1010.000
2018-09-07 20:45:00	13.050	71.160	1.296	0.000	0.000	1010.000
2018-09-07 21:00:00	12.810	73.230	0.990	0.000	0.000	1010.000
2018-09-07 21:15:00	12.690	73.840	1.243	0.000	0.000	1010.000
2018-09-07 21:30:00	12.850	73.670	1.015	0.000	0.000	1010.000
2018-09-07 21:45:00	12.960	74.200	0.910	0.000	0.000	1010.000
2018-09-07 22:00:00	12.780	74.350	0.560	0.000	0.000	1010.000
2018-09-07 22:15:00	12.710	74.990	0.610	0.000	0.000	1010.000
2018-09-07 22:30:00	12.290	76.990	0.340	0.000	0.000	1010.000
2018-09-07 22:45:00	12.190	74.270	0.650	0.000	0.000	1010.000
2018-09-07 23:00:00	12.040	74.080	0.500	0.000	0.000	1010.000
2018-09-07 23:15:00	11.990	71.760	0.820	0.000	0.000	1010.000
2018-09-07 23:30:00	11.990	72.670	0.900	0.000	0.000	1010.000
2018-09-07 23:45:00	11.740	72.480	0.860	0.000	0.000	1010.000
2018-09-08 00:00:00	11.570	74.770	0.820	0.000	0.000	1010.000
2018-09-08 00:15:00	11.330	76.470	0.590	0.000	0.000	1010.000
2018-09-08 00:30:00	11.050	75.770	1.007	0.000	0.000	1010.000
2018-09-08 00:45:00	11.210	78.160	0.910	0.000	0.000	1010.000
2018-09-08 01:00:00	10.760	80.900	0.400	0.000	0.000	1010.000
2018-09-08 01:15:00	11.000	78.450	0.680	0.000	0.000	1010.000
2018-09-08 01:30:00	11.370	78.090	0.570	0.000	0.000	1010.000
2018-09-08 01:45:00	11.500	77.360	0.610	0.000	0.000	1010.000
2018-09-08 02:00:00	11.460	78.710	0.320	0.000	0.000	1010.000
2018-09-08 02:15:00	11.370	78.700	0.450	0.000	0.000	1010.000
2018-09-08 02:30:00	11.650	77.250	0.830	0.000	0.000	1010.000
2018-09-08 02:45:00	11.570	79.640	0.530	0.000	0.000	1010.000
2018-09-08 03:00:00	11.350	79.560	0.520	0.000	0.000	1010.000
2018-09-08 03:15:00	11.460	79.660	0.680	0.000	0.000	1010.000
2018-09-08 03:30:00	11.190	80.700	0.800	0.000	0.000	1010.000
2018-09-08 03:45:00	11.090	82.000	0.680	0.000	0.000	1010.000
2018-09-08 04:00:00	11.130	81.800	0.610	0.000	0.000	1010.000
2018-09-08 04:15:00	11.250	82.300	0.490	0.000	0.000	1010.000
2018-09-08 04:30:00	11.310	81.900	0.590	0.000	0.000	1010.000
2018-09-08 04:45:00	11.270	82.800	0.490	0.000	0.000	1009.000
2018-09-08 05:00:00	11.200	83.200	0.460	0.000	0.000	1009.000
2018-09-08 05:15:00	11.310	83.400	0.600	0.000	0.000	1009.000
2018-09-08 05:30:00	11.250	83.800	0.480	0.000	0.000	1009.000
2018-09-08 05:45:00	11.230	83.200	0.680	0.000	0.000	1009.000
2018-09-08 06:00:00	11.120	83.700	0.680	0.000	0.000	1009.000
